model_id,model_name,model_type,model_description,ARO_accession,ARO_id,ARO_name,CARD_short_name,ARO_description,ARO_category
7639,IMP-87,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008221,47013,IMP-87,IMP-87,Subclass B1 metallo-beta-lactamase IMP-87.,"{'36029': {'category_aro_accession': '3000020', 'category_aro_cvterm_id': '36029', 'category_aro_name': 'IMP beta-lactamase', 'category_aro_description': 'Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7640,IMP-90,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008222,47014,IMP-90,IMP-90,Subclass B1 metallo-beta-lactamase IMP-90.,"{'36029': {'category_aro_accession': '3000020', 'category_aro_cvterm_id': '36029', 'category_aro_name': 'IMP beta-lactamase', 'category_aro_description': 'Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7641,IMP-97,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008223,47015,IMP-97,IMP-97,Subclass B1 metallo-beta-lactamase IMP-97.,"{'36029': {'category_aro_accession': '3000020', 'category_aro_cvterm_id': '36029', 'category_aro_name': 'IMP beta-lactamase', 'category_aro_description': 'Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7642,IMP-98,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008224,47016,IMP-98,IMP-98,Subclass B1 metallo-beta-lactamase IMP-98.,"{'36029': {'category_aro_accession': '3000020', 'category_aro_cvterm_id': '36029', 'category_aro_name': 'IMP beta-lactamase', 'category_aro_description': 'Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7643,IMP-99,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008225,47017,IMP-99,IMP-99,Subclass B1 metallo-beta-lactamase IMP-99.,"{'36029': {'category_aro_accession': '3000020', 'category_aro_cvterm_id': '36029', 'category_aro_name': 'IMP beta-lactamase', 'category_aro_description': 'Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7644,IND-18,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008226,47018,IND-18,IND-18,Subclass B1 metallo-beta-lactamase IND-18.,"{'36199': {'category_aro_accession': '3000060', 'category_aro_cvterm_id': '36199', 'category_aro_name': 'IND beta-lactamase', 'category_aro_description': 'IND beta-lactamases are class B carbapenem-hydrolyzing beta-lactamases.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7645,IND-19,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008227,47019,IND-19,IND-19,Subclass B1 metallo-beta-lactamase IND-19.,"{'36199': {'category_aro_accession': '3000060', 'category_aro_cvterm_id': '36199', 'category_aro_name': 'IND beta-lactamase', 'category_aro_description': 'IND beta-lactamases are class B carbapenem-hydrolyzing beta-lactamases.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7646,KHM-2,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008228,47020,KHM-2,KHM-2,Subclass B1 metallo-beta-lactamase KHM-2.,"{'41371': {'category_aro_accession': '3004207', 'category_aro_cvterm_id': '41371', 'category_aro_name': 'KHM beta-lactamase', 'category_aro_description': 'KHM beta-lactamases are Class B beta-lactamases that can confer resistance to all classes of beta-lactams, except the monobactams.', 'category_aro_class_name': 'AMR Gene Family'}, '35939': {'category_aro_accession': '0000020', 'category_aro_cvterm_id': '35939', 'category_aro_name': 'carbapenem', 'category_aro_description': 'Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36017': {'category_aro_accession': '3000008', 'category_aro_cvterm_id': '36017', 'category_aro_name': 'penicillin beta-lactam', 'category_aro_description': 'Penicilins (Penams) are a group of antibiotics derived from Penicillium fungi that share a skeleton beta-lactam moiety fused with a thiazolidine ring. Penicillin-like antibiotics are historically significant because they are the first drugs that were effective against many previously serious diseases such as syphilis and Staphylococcus infections. Penicillins are still widely used today, though many types of bacteria are now resistant. All penicillins are beta-lactam antibiotics in the penam sub-group, and are used in the treatment of bacterial infections caused by susceptible, usually Gram-positive, organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7647,KLUC-6,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008229,47021,KLUC-6,KLUC-6,Extended-spectrum class A beta-lactamase KLUC-6.,"{'43877': {'category_aro_accession': '3005417', 'category_aro_cvterm_id': '43877', 'category_aro_name': 'KLUC beta-lactamase', 'category_aro_description': 'KLUC beta-lactamases are class A beta-lactamases found in Kluyvera cryocrescens, Escherichia coli and Enterobacteriaceae.', 'category_aro_class_name': 'AMR Gene Family'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
7648,KLUG-1,protein homolog model,"Protein Homolog Models (PHM) detect protein sequences based on their similarity to a curated reference sequence, using curated BLASTP bitscore cut-offs. Protein Homolog Models apply to all genes that confer resistance through their presence in an organism, such as the presence of a beta-lactamase gene on a plasmid. PHMs include a reference sequence and a bitscore cut-off for detection using BLASTP. A Perfect RGI match is 100% identical to the reference protein sequence along its entire length, a Strict RGI match is not identical but the bit-score of the matched sequence is greater than the curated BLASTP bit-score cutoff, Loose RGI matches have a bit-score less than the curated BLASTP bit-score cut-off.",3008230,47022,KLUG-1,KLUG-1,CTX-M family extended-spectrum class A beta-lactamase KLUG-1.,"{'36025': {'category_aro_accession': '3000016', 'category_aro_cvterm_id': '36025', 'category_aro_name': 'CTX-M beta-lactamase', 'category_aro_description': 'These enzymes were named for their greater activity against cefotaxime than other oxyimino-beta-lactam substrates (eg, ceftazidime, ceftriaxone, or cefepime). Rather than arising by mutation, they represent examples of plasmid acquisition of beta-lactamase genes normally found on the chromosome of Kluyvera species, a group of rarely pathogenic commensal organisms. These enzymes are not very closely related to TEM or SHV beta-lactamases in that they show only approximately 40% identity with these two commonly isolated beta-lactamases. Despite their name, a few are more active on ceftazidime than cefotaxime.  CTX-M-15 was recently found in bacterial strains expressing NDM-1 and were responsible for resistance to aztreonam.', 'category_aro_class_name': 'AMR Gene Family'}, '35951': {'category_aro_accession': '0000032', 'category_aro_cvterm_id': '35951', 'category_aro_name': 'cephalosporin', 'category_aro_description': 'Cephalosporins are a class of beta-lactam antibiotics, containing the beta-lactam ring fused with a dihydrothiazolidine ring. Together with cephamycins they belong to a sub-group called cephems. Cephalosporin are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.', 'category_aro_class_name': 'Drug Class'}, '46264': {'category_aro_accession': '3007495', 'category_aro_cvterm_id': '46264', 'category_aro_name': 'azole antibiotic', 'category_aro_description': 'Azoles are a group of antibiotics, particularly antifungals, that target the cytochrome P450 enzyme sterol 14alpha-demethylase, which converts lanosterol to ergosterol. They are typically fungistatic in yeasts and fungicidal in molds. The two main groups of azoles are imidazoles and triazoles.', 'category_aro_class_name': 'Drug Class'}, '46269': {'category_aro_accession': '3007500', 'category_aro_cvterm_id': '46269', 'category_aro_name': 'imidazole antibiotic', 'category_aro_description': 'Imidazoles are a group of antibiotics, particularly antifungals, derived from azoles. Imidazoles include imidazole derivatives clotrimazole, ketoconazole, miconazole, econazole and oxiconazole.', 'category_aro_class_name': 'Drug Class'}, '36000': {'category_aro_accession': '0001004', 'category_aro_cvterm_id': '36000', 'category_aro_name': 'antibiotic inactivation', 'category_aro_description': 'Enzymatic inactivation of antibiotic to confer drug resistance.', 'category_aro_class_name': 'Resistance Mechanism'}}"
